FormID,EN,ES,FR,IT,DE,PL,RU,ZH,JA,CZ,PT,TR,KR,UK,HU
020059BA,Ancestor Moth Wing,Ala de polilla ancestral,Aile de noctuelle ancestrale,Ala di Falena Ancestrale,Ahnenmottenflügel,Skrzydło Pradawnej Ćmy,Крыло мотылька предка,先祖飛蛾翅膀,聖蚕の羽根,Křídlo Odvěké bekyně,Asa de Mariposa Ancestral,Güve Atası Kanadı,선조나방 날개,Крильце нетлі пращурів,Õsi pille szárny
0200B097,Gleamblossom,Brote resplandeciente,Brillefleur,Bocciolo di luce,Lichtblüte,Blaskotka,Светящийся цветок,幽光萌花,グリームブロッサム,Třpytokvítek,Flor do Brilho,Işınçiçeği,반짝이는 꽃,Сяйвоцвіт,Fényvirág
0200F1CC,Hawk's Egg,Huevo de halcón,Oeuf du faucon,Uovo di falco,Falkenei,Jajo jastrzębia,Яйцо ястреба,老鷹蛋,鷹の卵,Sokolí vejce,Ovo de Falcão,Şahin Yumurtası,매의 알,Яйце шуліки,Héja tojás
02016E26,Ashen Grass Pod,Semilla de hierba cenicienta,Cosse cendrée,Baccello di erba cinerea,Aschengras-Schote,Trawiak popielaty,Стручок пепельной травы,灰燼草種莢,アッシェン・グラス・ポッド,Popelavá trnice,Semente de Erva Cinzenta,Küllenmiş Çimen Tomurcuğu,화산 잔디 꼬투리,Попільний трав'яний струк,Hegyesfû tok
02017008,Trama Root,Raíz de trama,Racine de trama,Radice amara,Tramawurzel,Korzeń trama,Корень трамы,特拉瑪根,トラマの根,Kořen tramy,Raiz de Trama,Trama Kökü,트라마 뿌리,Трама-корінь,Trama gyökér
02017E97,Scathecraw,Rascabuches,Choucard,Arcinebria,Suppulus,Boleśniak,Вредозобник,苦痛草,スケイスクロー,Škodník,Scathecraw,Kursakyakan,스케이드 선인장,Пекуче воло,Ártóbegy
020183B7,Chaurus Hunter Antennae,Antena de cauro cazador,Antennes de chasseur chaurus,Antenne di chaurus cacciatore,Chaurusjägerfühler,Czułki chaurusa łowcy,Усик коруса-охотника,巢蟻獵人觸角,シャウラス・ハンターの触角,Tykadla chauřího lovce,Antena de Chaurus Caçador,Avcı Çıyan Anteni,챠루스 헌터 더듬이,Вусик хоруса-мисливця,Chaurus vadász csáp
020185FB,Poison Bloom,Flor venenosa,Floraison empoisonnée,Bocciolo velenoso,Giftblüte,Trujący kwiat,Ядовитый цветок,毒茂花,ポイズン・ブルーム,Jedovatý květ,Flor Venenosa,Zehir Çiçeği,독초,Пуп'янок отруйника,Méregvirág
0201CD6D,Spawn Ash,Ceniza de engendro,Cendres d'engeance,Cenere di progenie,Brutasche,Prochy popielca,Пепел порождения,灰燼魔塵,スポーン・アッシュ,Popel z popelavce,Filho das Cinzas,Küldoğan Külü,화산재 덩어리,Попіл поріддя,Ivadék hamu
0201CD6E,Burnt Spriggan Wood,Madera de spriggan quemado,Bois de spriggan brûlé,Legno di spriggan bruciato,Verbranntes Zweiglingsholz,Drewno z osmalonej wiły,Древесина горелого сприггана,烈焰樹精木片,バーン・スプリガンの木,Dřevo ohnivého sprigana,Madeira de Spriggan Queimado,Yanmış Ağaçperisi Dalı,타버린 스프리건 나무,Деревина горілої деревиці,Perzselt fafúria ága
0201CD6F,Boar Tusk,Colmillo de jabalí,Défense de sanglier,Zanna di cinghiale,Wildschweinhauer,Kieł dzika,Кабаний клык,野豬牙,イノシシの牙,Kančí tesák,Presa de Javali,Domuz Boynuzu,멧돼지 상아,Ікло кудлатогрива,Vaddisznó agyar
0201CD71,Ash Hopper Jelly,Jalea de saltador de cenizas,Gelée de sautecendres,Gelatina di solca-cenere,Aschenhüpfergelee,Galaretka z koników popielnych,Желе пепельного прыгуна,灰燼跳蟲膠質,アッシュホッパーのゼリー,Skákavčí rosol,Geleia de Saltador de Cinza,Kül Çıvanı Peltesi,화산재 메뚜기 젤리,Драглі попільного стрибунця,Hamusáska zselé
0201CD72,Netch Jelly,Jalea de netch,Gelée de netch,Gelatina di netch,Netchgelee,Galareta z parzydłaka,Желе нетча,耐區膠質,ネッチゼリー,Síťovčí rosol,Geleia de Netch,Çıban Peltesi,네치 젤리,Драглі нетча,Légmedúza zselé
0201CD74,Ash Creep Cluster,Raíz trepadora cenicienta,Racine de cendres,Rampicanti di cenere,Aschenwurzelbund,Popielata kępa pełzanicy,Пепельная ползучая лоза,灰燼藤蔓叢,アッシュクリープ・クラスター,Trs popelavého plazivce,Raiz Trepadeira de Cinza,Kül Salkım Yığını,화산 크립 줄기,Попільний крислатий стеблик,Hamu kúszónyaláb
0201FF75,Emperor Parasol Moss,Musgo de parasol de emperador,Mousse-parasol,Muschio dell'Imperatore,Kaiserschirmmoos,Wiszący mech cesarski,Императорский зонтичный мох,帝王傘苔,皇帝カサダケ,Císařský splývavý mech,Musgo Imperador Parasol,İmparator Şemsiyesi Yosunu,황제우산 이끼,Імператорський мох-парасолька,Császári esernyõmoha
0203CD8E,Felsaad Tern Feathers,Plumas de golondrina marina de Felsaad,Plumes de sterne de Felsaad,Piume di Felsaad Tern,Felsaad-Tern-Federn,Pióra felsaadzkiej rybitwy,Перья фельсадской крачки,法薩德燕鷗羽毛,フェルサードアジサイの羽根,Peří z Felsaad Tern,Penas de Felsaad Tern,Felsaad Kırlangıcı Tüyleri,펠사드 제비갈매기 날개,Пір'я фелсадського крячка,Felstaad Tern tollak
030000D0,Aloe Vera Leaves,Hojas de aloe vera,Feuilles d'aloe vera,Foglie di aloe vera,Aloe-Vera-Blätter,Liście aloesu,Листья алоэ,蘆薈葉,アロエベラの葉,Lístky Aloe Vera,Aloe Vera Leaves,Aloe Vera Leaves,알로에 베라 잎,Листя алое вера,Aloe Vera Leaves
05000802,Bungler's Bane,La pesadilla del manazas,Girolle virulente,Rovina del dilettante,Brettpilz,Zguba Partacza,Банглер бейн,拙人剋星,無骨者の破滅,Kazisvětník,Perdição de Bungler,Çaylak Felaketi,흙손의 파멸 버섯,Згуба капарника,Bungler's Bane
05000804,Chokeweed,Atragantadera,Étouffe-herbe,Strozzerba,Hustengras,Dławnik,Удушайка,窒息草,チョークウィード,Dusibýl,Erva-Choke,Boğanot,초크위드,Глуши-трава,Chokeweed
05000805,Coda Flower,Flor de coda,Fleur de coda,Fiore di coda,Codablume,Kwiat kody,Цветок коды,科達花,コーダの花,Třeskovice,Flor Coda,Koda Çiçeği,코다 꽃,Квітка кода,Coda Flower
05000806,Comberry,Combaya,Combeline,Bacca amara,Geißelbeere,Czerniówka,Комуника,康梅,コムベリー,Míněnka,Comberry,İbiböğürtleni,콤베리,Гроновиця,Comberry
05000807,Congealed Putrescence,Putrescencia coagulada,Putrescence gélatineuse,Marciume rappreso,Erstarrte Fäulnis,Zakrzepła zgnilizna,Затвердевшая гниль,腐敗的凝結物,凝縮した腐敗物,Shnilé maso,Putrescência Congelada,Donuk Küf,굳힌 부패물,Згущена гниль,Congealed Putrescence
05000809,Corkbulb Root,Raíz de bulbo de alcornoque,Racine de bulbe-liège,Radice di sugherato,Korkwurzel,Korzeń bulwokorka,Корень пробочника,軟木鱗根,コルクバルブの根,Hlíza korkovniku,Raíz de Corkbulb,Tıkaçsoğan Kökü,코르크 알뿌리,Корінь коркоплоду,Corkbulb Root
0500080A,Daedra Silk,Seda daédrica,Soie de daedra,Seta di Daedra,Daedra-Seide,Daedryczny jedwab,Шелк даэдра,魔族絲,デイドラの絹糸,Daedří hedvábí,Seda de Daedra,Daedra İpeği,데이드라 실크,Даедровий шовк,Daedra Silk
0500080B,Daedra Venin,Venin daédrico,Venin de daedra,Venin di Daedra,Daedra Venin,Daedryczny jad,Яд даэдра,魔族毒素,デイドラの毒素,Daedří jed,Daedra Venin,Daedra Zehri,데이드라 베닌,Даедрова отрута,Daedra Venin
0500080C,Hunger Tongue,Lengua hambrienta,Langue de dévoreur,Lingua di famelico,Hungerzunge,Język głodu,Язык алчущего,飢餓之舌,ハンガーの舌,Jazyk hladovouse,Língua de Hungers,Pisboğaz Dili,헝거의 혀,Язик голода,Hunger Tongue
0500080D,Hydnum Azure Giant Spore,Espora gigante de hydnum cerúleo,Spore d'hydne géant bleu,Spora gigante di hydnum azzurro,Blaue Stoppelpilz-Riesenspore,Ogromny zarodnik lazurowego hydnum,Гигантская спора ежовика лазурного,蔚藍猴頭菇巨型孢子,ヒドナム・アジュアの巨大胞子,Obří semeno různopórky,Esporos de Hydnum Azure Gigante,Dev Mavi Kaya Mantarı,하늘색 턱수염버섯 거대 포자,Cпора блакитного кругляка,Hydnum Azure Giant Spore
0500080E,Hypha Facia,Hypha Facia,Hypha facia,Hypha Facia,Faciapilz,Hypha Facia,Гайфа фация,外蕈,菌糸フェシア,Diviš lícní,Hypha Facia,Hif Mantarı,팡이실 기생 버섯,Нитчастий перезок,Hypha Facia
0500080F,Imp Gall,Bilis de diablillo,Bile de lutin,Fiele di Imp,Koboldgalle,Żółć chochlika,Желчь беса,小惡魔膽汁,インプの胆嚢,Žluč ďáblíka,Galha de Imp,Cinperi Ödü,임프 담즙,Жовч біса,Imp Gall
05000810,Kagouti Hide,Piel de kagouti,Peau de kagouti,Pelle di kagouti,Kagouti-Haut,Skóra kagouti,Шкура кагути,卡庫提皮,カゴーティの皮,Kagoutí kůže,Pele de Kagouti,Kaguti Derisi,카고티 가죽,Шкура каґуті,Kagouti Hide
05000811,Kresh Fiber,Fibra de kresh,Fibre de kresh,Fibra di Kresh,Kreschfaser,Włókno kreszu,Волокно креша,克雷什纖維,クレッシュ繊維,Snítka kreše,Fibra de Kresh,Kreş Lifi,크레시 섬유,Креш-волокно,Kresh Fiber
05000813,Luminous Russula,Russula luminosa,Russule phosphorescente,Russula Luminosa,Leuchtendes Russula,Lśniący gołąbek,Светящаяся сыроежка,微光紅菇,光ベニタケ,Holubinka zářivá,Luminous Russula,Işıldayan Mantar,발광 무당버섯,Сяйна сироїжка,Luminous Russula
05000814,Marshmerrow,Marjalisco,Pousse des marais,Piantalude,Sumpfblume,Purcholka,Болотный тростник,麥羅,マーシュメロウ,Mokřadnice,Marshmerrow,Batakkamış,마쉬메로우,Болотяна тростина,Marshmerrow
05000815,Minotaur Horn,Cuerno de minotauro,Corne de minotaure,Corno di minotauro,Minotaurenhorn,Róg minotaura,Рог минотавра,牛頭人角,ミノタウロスの角,Minotauří roh,Chifre de Minotauro,Minotor Boynuzu,미노타우로스 뿔,Ріг мінотавра,Minotaur Horn
05000816,Ogre's Teeth,Dientes de ogro,Dents d'ogre,Denti di ogre,Ogerzähne,Zęby ogra,Зубы огра,食人魔的牙,オーガの歯,Zlobří zuby,Dente de Ogre,Ogre Dişi,오거의 이빨,Зуби оґра,Ogre's Teeth
05000817,Red Kelp Gas Bladder,Vejiga natatoria de laminariales rojas,Ampoule de varech rouge,Vescica dei gas di alga rossa,Rote Seetang-Gasblase,Pęcherz gazowy czerwonego wodorostu,Газовый пузырь красной водоросли,紅水草鰾,レッド・ケルプの空気袋,Červený puchýř kopřivce,Bexiga de gás de Algas Vermelhas,Kırmızı Yosun Mesanesi,붉은 켈프 가스 주머니,Газовий міхур червоної водорості,Red Kelp Gas Bladder
05000818,Redwort Flower,Flor de redwort,Rose rouge,Fiore di crisciola rossa,Rotwurz-Blume,Kwiat czerwońca,Цветок редворта,紅麥芽花,ベニバナソウの花,Červenobýl,Flor Redwort,Alçiçek,레드워트 꽃,Квітка рудявки,Redwort Flower
05000819,Roobrush,Durobusto,Buisson roux,Arbonace,Roobusch,Rumieniak,Рубраш,羅布什,ルーブラシ,Routěnec,Roobrush,Ruçalı,루브러쉬,Чагарець,Roobrush
0500081A,Saltrice,Arroz de sal,Riz de sel,Salriso,Salzreis,Ryż solny,Соленый рис,薩翠絲,サルトリス,Slaná rýže,Saltrice,Tuzpirinci,솔트라이스,Солоний рис,Saltrice
0500081B,Scalon Fin,Aleta de scalon,Aileron de scalon,Pinna di Scalon,Skalonenflosse,Płetwa skalona,Плавник скейлона,斯坎隆鰭,スケイロンのひれ,Ploutev skalona,Barbatanas de Scalon,Skeylon Yüzgeci,스칼론 지느러미,Плавець лускана,Scalon Fin
0500081C,Scrib Jelly,Jalea de scrib,Gelée de scrib,Gelatina di Scrib,Skribgelee,Scribowa galareta,Скрибовое желе,撕殼步膠質,スクリブのゼリー,Drcený pavoučník,Geléia de Scrib,Tıvtıl Peltesi,스크립 젤리,Драглі скриба,Scrib Jelly
0500081D,Scrib Jerky,Jalea de scrib,Viande de scrib salée,Carne essiccata di Scrib,Skribdörrfleisch,Mięso scriba,Вяленая скрибятина,撕殼步肉乾,スクリブジャーキー,Sušené maso z pavoučníka,Carne de Scrib,Tıvtıl Eti,스크립 육포,В'ялений скриб,Scrib Jerky
0500081E,Sload Soap,Sopa de sload,Savon de sload,Sapone di Sload,Kreckenseife,Sloadowe mydło,Мыло слоад,蛞蝓蛙皂,スロードの石鹸,Mazlavé mýdlo,Sabão de Sload,Sload Sabunu,슬로드 비누,Мило слоада,Sload Soap
0500081F,Stoneflower Petals,Pétalos de flor pétrea,Pétales de fleur de roche,Petali di fiorpietra,Blüten der Steinblume,Płatki skałokwiatu,Лепестки каменевки,石花瓣,石花の花びら,Okvětní lístky kamenýzu,Pétalas de Flor-de-Pedra,Taşçiçek Yaprakları,스톤플라워 꽃잎,Пелюстки кам'яної квітки,Stoneflower Petals
05000820,Void Essence,Esencia de vacío,Essence de néant,Essenza del vuoto,Essenz der Leere,Esencja pustki,Эссенция пустоты,虛無精華,虚空のエキス,Esence prázdnoty,Essência Nula,Hiçlik Özü,공허의 정수,Єство порожнечі,Void Essence
05000821,Watcher's Eye,Ojo de vigilante,Oeil de guetteur,Occhio della vedetta,Auge des Wächters,Oko obserwatora,Глаз дозорного,觀察者之眼,監視者の目,Hlídačník,Olho de Watcher,Gözcü Soğanı,주시자의 눈,Око вартового,Watcher's Eye
05000822,Blind Watcher's Eye,Ojo de vigilante ciego,oeil de guetteur aveugle,Occhio della vedetta cieca,Auge des blinden Wächters,Oko ślepego obserwatora,Слепой глаз дозорного,眼盲觀察者之眼,盲目の監視者の目,Oko slepého strážce,Olho de Watcher Cego,Kör Gözcünün Gözü,감긴 주시자의 눈,Око сліпого вартового,Blind Watcher's Eye
05000823,Wisp Stalk Caps,Coronas fatuas,Glycine,Cappelli di stelo fatuo,Irrlichthauben,Kapelusze grzyba ognika,Шляпки гифоломы,幽魂傘菌,シラガタケのかさ,Trsovník,Cogumelo Wisp Stalk,Ahmak Mantarı,위스프 줄기 버섯,Шапки серпанкового стеблика,Wisp Stalk Caps
05000824,Withering Moon,Luna marchita,Atrophie de lune,Luna appassita,Welkemond,Usychający księżyc,Усыхающая луна,枯萎之月,ウィザリング・ムーン,Blikavka,Lua-Minguante,Solan Ay,위더링 문,Сохлий місяць,Withering Moon
05000825,Worm's Head Cap,Cabeza de gusano,Chapeau de tête de ver ,Cappelli di fungo verme,Wurmkopf-Kappe,Kapelusz czerwiej główki,Шляпка головы червя,蟲首傘菌,ワームズ・ヘッドのかさ,Hřibovec,Cogumelo Cabeça-de-Minhoca,Solucan Kafası Mantarı,벌레의 모자 버섯,Шапка хробакової голови,Worm's Head Cap
05000826,Daedroth Teeth,Dientes de daedroth,Dents de daedroth,Dente di Daedroth,Daedroth-Zahn,Zęby daedrotha,Зубы даэдрота,魔鱷牙,デイドロスの歯,Zuby daedrotha,Dente de Daedroth,Daedroth Dişi,데이드로스의 이빨,Зуби даедрота,Daedroth Teeth
05000827,Dreugh Wax,Cera de dreugh,Cire de dreugh,Cera di Dreugh,Dreugh-Wachs,Dreughowy wosk,Дреугский воск,螃蟹人臘,ドゥルーワックス,Dreughský vosk,Cera de Dreugh,Dreugh Parafini,드레그 왁스,Віск дреуґа,Dreugh Wax
05000828,Elytra Ichor,Icor de élitra,Ichor d'élytra,Icore di Elytra,Elytra-Sekret,Posoka elytry,Ихор элитры,鞘翅膿水,エリトラの体液,Sekret elytry,Elytra Ichor,Kınkanat İrini,딱지날개 영액,Пасока елітри,Elytra Ichor
05000829,Fire Petal,Pétalo ígneo,Pétale de feu,Petalo del fuoco,Feuerblüte,Ognisty płatek,Огненный лепесток,火蕨花瓣,炎の花びら,Okvětní lístky ohníku,Pétala de Fogo,Alev Yaprağı,화염 고사리 꽃잎,Вогняна пелюстка,Fire Petal
0500082B,Fungus Stalk,Tallo de hongo,Pied de champignon,Fungo a stelo,Pilzstängel,Nóżkogrzyb,Грибная трава,火焰莖,エノキ茸の茎,Vousáč,Caule de Fungus,Sap Mantarı,줄기 버섯,Грибковий стеблик,Fungus Stalk
0500082C,Gnarl Bark,Corteza de gnarl,Écorce de gnarl,Corteccia di Gnarl,Knorzrinde,Sękata kora,Кора гнарла,咆哮樹瘤的樹皮,ナールの樹皮,Kůra z boroběsa,Casca de Gnarl,Budak Kabuğu,그날스 나무 껍질,Кора косошара,Gnarl Bark
0500082D,Gold Kanet,Kanet de oro,Kanet dorée,Kanet d'oro,Goldkanet,Złoty kanet,Золотой канет,金色卡內特,金のカネット,Zlatý Kanet,Kanet de Ouro,Altın Kanet,금빛 카넷,Золотий канет,Gold Kanet
0500082E,Hackle-Lo Leaf,Hoja de hackle-lo,Feuille de plume-lo,Foglia di Hackle-Lo,Häckselblatt,Liść czochry,Лист хакльлоу,鋸齒羅葉,ハックル・ローの葉,List cepírníku,Folha Hackle-Lo,Horozboynu Yaprağı,해클-로 잎,Листок сторчака,Hackle-Lo Leaf
05000836,Ambrosia,Ambrosía,Ambroisie,Ambrosia,Ambrosia,Ambrozja,Амброзия,仙饌花,アンブロシア,Ambrózie,Ambrosia,Ambrosia,돼지풀,Амброзія,Ambrosia
05000837,Lichor,Lichor,Liqueur,Licore,Lichor,Wody płodowe,Лихор,魔能花,リコー,Nektar božského květu,Lichor,Likör,리코르,Ліхор,Lichor
05000838,Chokeberry,Aronia,Aronia,Soffobacca,Würgebeere,Dusijagoda,Арония,窒息莓,チョークベリー,Aronie,Chokeberry,Boğandut,초크베리,Ядушина,Chokeberry
05000851,Heart of Order,Corazón del orden,Coeur de l'ordre,Cuore dell'Ordine,Herz der Ordnung,Serce porządku,Сердце Порядка,秩序之心,オーダーの心臓,Srdce Řádu,Coração da Ordem,Düzenin Kalbi,질서의 기사단 심장,Серце порядку,Heart of Order
050008EB,Angelfish,Angelote,Poisson-ange,Pesce angelo,Segelflosser,Anielska ryba,Рыба-ангел,神仙魚,エンジェルフィッシュ,Andělská ryba,Peixe Anjo,Melek balığı,에인절피쉬,Риба-янгол,Angelfish
050008EC,Pearlfish,Pez perla,Poisson-perle,Pesce perla,Perlfisch,Perlak,Карапус,隱魚,パールフィッシュ,Perlovka,Peixe-Pérola,İnci balığı,진주고기,Карапус,Pearlfish
050008ED,Pygmy Sunfish,Pez sol enano,Poisson-soleil pygmée,Pesce sole pigmeo,Zwergsonnenbarsch,Słońcak karłowaty,Карликовый солнечник,小日鱸,ピグミーサンフィッシュ,Slunečnice trpasličí,Peixe-sol Pigmeu,Pigme Güneş balığı,피그미 썬피쉬,Карликова еласома,Pygmy Sunfish
050008EE,Glassfish,Pez de cristal,Poisson-verre,Pesce di vetro,Glasbarsch,Szkleniec,Стеклянный окунь,玻璃魚,ガラスフィッシュ,Okounek sklovitý,Peixe-Vidro,Cambalık,글라스피쉬,Скляний окунь,Glassfish
050008EF,Goldfish,Pez de colores,Cyprin doré,Pesce rosso,Goldfisch,Złota rybka,Золотая рыбка,金魚,金魚,Zlatá rybka,Peixe-Dourado,Süs balığı,금붕어,Золота рибка,Goldfish
050008F0,Angler Larvae,Larvas de pejesapo,Larve de lotte,Larva di rana pescatrice,Seeteufellarve,Narybek żabnicy,Малек удильщика,燈籠幼魚,アンコウの幼生,Larva mořského ďasa,Larva de Tamboril,Fener Balığı Larvası,초롱아귀 유생,Мальок вудильника,Angler Larvae
050008F1,Lyretail Anthias,Anthias cola de lira,Anthias lyrique,Anthias,Prachtkärpfling,Złotek morski,Лирохвостый окунь,絲鰭擬花鮨,リラテイル・アンティアス,Zlatošupinatka,Lyretail Anthias,Hani balığı,금강바리,Баслет,Lyretail Anthias
050008F2,Juvenile Mudcrab,Cangrejo del barro joven,Vasard juvénile,Piccolo di granchio del fango,Junge Schlammkrabbe,Młody krab błotny,Молодой грязевой краб,泥沼蟹幼蟹,マッドクラブの幼生,Mládě blátokraba,Caranguejo da Lama Juvenil,Yavru Yengeç,어린 진흙게,Дитинча багнокраба,Juvenile Mudcrab
050008F3,Spadefish,Pez espátula,Poisson-pique,Pesce picchiere atlantico,Spatenfisch,Szpadlak,Рыба-лопата,燕魚,スペードフィッシュ,Netopýrník,Peixe-Espada,Maça balığı,벳피쉬,Платакс,Spadefish
05000D62,Alocasia Fruit,Fruto de alocasia,Fruit d'alocasia,Frutto di alocasia,Alocasia-Frucht,Owoc alokazji,Плод алоказии,海芋果,アロカシアの果実,Hlíza alokázie,Fruto Alocasia,Filkulağı Meyvesi,알로카시아 열매,Плід алоказії,Alocasia Fruit
05000D66,Aster Bloom Core,Corazón de aster,Coeur de fleur d'aster,Nucleo di fiore astro,Asternblütenkern,Dno kwiatowe astra,Цветок астры,紫苑花核,アスター・ブルームの根,Jádro hvězdokvětu,Núcleo de Aster Bloom,Yıldızçiçeği Çekirdeği,불가사리 꽃 응어리,Ядро зорецвіту,Aster Bloom Core
05000D68,Bittergreen Petals,Pétalos de verde amargo,Pétales de fleur d'amertume,Petali di verdamaro,Bittergrünblätter,Płatki gorzkowoju,Лепестки горьколистника,苦綠草花瓣,ビターグリーンの花びら,Okvětní lístky žlučnice,Pétalas Verde-Amargo,Acıyeşil Yaprakları,비터그린 꽃잎,Пелюстки гіркозілля,Bittergreen Petals
05000D6A,Blister Pod Cap,Capuchón de vainas,Chapeau de carpophore,Cappelli di fungo vescica,Blasenschoten-Kappe,Kapelusz odciśnika,Шляпка волдырника,水泡莢傘菌,ブリスター・ポッドのかさ,Hlava puchýřovky,Cogumelo Blister Pod,Koza Mantarı,수포 꼬투리 버섯,Шапка пухирника,Blister Pod Cap
05000D6C,Bog Beacon,Faro de pantano,Mitrula palidosa,Mitrula paludosa,Sumpf-Haubenpilz,Bagienna dioda,Болотная митрула,沼澤燈塔菇,カンムリタケ,Čapulka bahenní,Luz do Pântano,Bataklık Feneri,습지 봉화 버섯,Мочарний маяк,Bog Beacon
05059151,Green Butterfly Wing,Ala de mariposa verde,Aile de papillon vert,Ala di farfalla verde,Grüner Schmetterlingsflügel,Skrzydło zielonego motyla,Крыло зеленой бабочки,綠蝶翅膀,緑の蝶の羽,Křídlo zeleného motýla,Asa de Borboleta Verde,Yeşil Kelebek Kanadı,녹색 나비 날개,Крильце зеленого метелика,Green Butterfly Wing
05059153,Purple Butterfly Wing,Ala de mariposa violeta,Aile de papillon violet,Ala di farfalla viola,Lila Schmetterlingsflügel,Skrzydło fioletowego motyla,Крыло фиолетовой бабочки,紫蝶翅膀,紫の蝶の羽,Křídlo fialového motýla,Asa de Borboleta Roxa,Mor Kelebek Kanadı,보라색 나비 날개,Крильце бузкового метелика,Purple Butterfly Wing
05059155,Bliss Bug Thorax,Tórax de bicho de la felicidad,Thorax d'insecte béat,Torace di insetto beato,Glückseligkeits-Käferbrust,Tułów robaczka rozkoszy,Торакс жука из Блисса,極樂蟲胸殼,幸福の虫の腹部,Tělo brouka blaženosti,Tórax de Inseto da Felicidade,Sefa Böceği Gövdesi,환희의 벌레 흉부,Черевце блаженця,Bliss Bug Thorax
05095E23,Flame Stalk,Tallo de fuego,Tige de flamme,Cacciatore del fuoco,Flammenstängel,Płomienna łodyga,Огненный гриб,火焰莖,炎の塩鉱石,Ohnivý stonek,Caule de Chamas ,Alev Sapı,불꽃 줄기,Полум'яний стеблик,Flame Stalk
